index,HomePlanet_entire,HomePlanet_died,HomePlanet_rate,index.1,CryoSleep_entire,CryoSleep_died,CryoSleep_rate,index.2,Cabin_entire,Cabin_died,Cabin_rate,index.3,Cabin_num_entire,Cabin_num_died,Cabin_num_rate,index.4,Cabin_port_entire,Cabin_port_died,Cabin_port_rate,index.5,Destination_entire,Destination_died,Destination_rate,index.6,Age_entire,Age_died,Age_rate,index.7,VIP_entire,VIP_died,VIP_rate,index.8,RoomService_entire,RoomService_died,RoomService_rate,index.9,FoodCourt_entire,FoodCourt_died,FoodCourt_rate,index.10,ShoppingMall_entire,ShoppingMall_died,ShoppingMall_rate,index.11,Spa_entire,Spa_died,Spa_rate,index,VRDeck_entire,VRDeck_died,VRDeck_rate
,,,,,,,,,,,,606,5,1,20.0,,,,,,,,,,,,,,,,,819.0,2.0,2.0,100.0,933.0,1.0,1.0,100.0,,,,,812.0,2.0,1.0,50.0,826,2,1,50.0
,,,,,,,,,,,,607,5,1,20.0,,,,,,,,,,,,,,,,,820.0,1.0,1.0,100.0,935.0,1.0,1.0,100.0,,,,,813.0,1.0,1.0,100.0,827,4,3,75.0
,,,,,,,,,,,,608,3,2,66.67,,,,,,,,,,,,,,,,,821.0,3.0,3.0,100.0,938.0,1.0,1.0,100.0,,,,,814.0,2.0,1.0,50.0,828,1,1,100.0
,,,,,,,,,,,,610,2,2,100.0,,,,,,,,,,,,,,,,,824.0,2.0,1.0,50.0,942.0,1.0,1.0,100.0,,,,,815.0,1.0,1.0,100.0,831,1,1,100.0
,,,,,,,,,,,,612,2,1,50.0,,,,,,,,,,,,,,,,,825.0,1.0,1.0,100.0,946.0,1.0,1.0,100.0,,,,,818.0,1.0,1.0,100.0,832,2,2,100.0
,,,,,,,,,,,,613,2,1,50.0,,,,,,,,,,,,,,,,,828.0,4.0,3.0,75.0,949.0,1.0,1.0,100.0,,,,,820.0,2.0,1.0,50.0,833,1,1,100.0
,,,,,,,,,,,,614,2,1,50.0,,,,,,,,,,,,,,,,,829.0,4.0,3.0,75.0,950.0,2.0,1.0,50.0,,,,,822.0,1.0,1.0,100.0,836,1,1,100.0
,,,,,,,,,,,,615,4,2,50.0,,,,,,,,,,,,,,,,,831.0,1.0,1.0,100.0,951.0,1.0,1.0,100.0,,,,,824.0,2.0,2.0,100.0,837,1,1,100.0
,,,,,,,,,,,,616,2,1,50.0,,,,,,,,,,,,,,,,,834.0,2.0,2.0,100.0,952.0,2.0,2.0,100.0,,,,,825.0,1.0,1.0,100.0,839,1,1,100.0
,,,,,,,,,,,,617,4,2,50.0,,,,,,,,,,,,,,,,,836.0,3.0,3.0,100.0,959.0,1.0,1.0,100.0,,,,,829.0,1.0,1.0,100.0,842,1,1,100.0
,,,,,,,,,,,,618,3,2,66.67,,,,,,,,,,,,,,,,,838.0,1.0,1.0,100.0,960.0,2.0,2.0,100.0,,,,,830.0,2.0,2.0,100.0,843,2,2,100.0
,,,,,,,,,,,,619,5,3,60.0,,,,,,,,,,,,,,,,,840.0,1.0,1.0,100.0,964.0,1.0,1.0,100.0,,,,,835.0,1.0,1.0,100.0,844,1,1,100.0
,,,,,,,,,,,,620,3,1,33.33,,,,,,,,,,,,,,,,,845.0,1.0,1.0,100.0,967.0,1.0,1.0,100.0,,,,,836.0,1.0,1.0,100.0,845,2,2,100.0
,,,,,,,,,,,,621,2,2,100.0,,,,,,,,,,,,,,,,,846.0,1.0,1.0,100.0,968.0,1.0,1.0,100.0,,,,,838.0,2.0,2.0,100.0,848,1,1,100.0
,,,,,,,,,,,,622,3,2,66.67,,,,,,,,,,,,,,,,,847.0,1.0,1.0,100.0,971.0,1.0,1.0,100.0,,,,,839.0,2.0,1.0,50.0,854,2,2,100.0
,,,,,,,,,,,,624,2,1,50.0,,,,,,,,,,,,,,,,,848.0,2.0,2.0,100.0,972.0,1.0,1.0,100.0,,,,,843.0,2.0,1.0,50.0,855,2,1,50.0
,,,,,,,,,,,,626,3,3,100.0,,,,,,,,,,,,,,,,,849.0,1.0,1.0,100.0,974.0,2.0,1.0,50.0,,,,,846.0,1.0,1.0,100.0,859,1,1,100.0
,,,,,,,,,,,,627,4,4,100.0,,,,,,,,,,,,,,,,,850.0,3.0,2.0,66.67,980.0,1.0,1.0,100.0,,,,,847.0,2.0,2.0,100.0,865,1,1,100.0
,,,,,,,,,,,,629,1,1,100.0,,,,,,,,,,,,,,,,,852.0,3.0,2.0,66.67,984.0,1.0,1.0,100.0,,,,,848.0,1.0,1.0,100.0,867,2,2,100.0
,,,,,,,,,,,,630,9,3,33.33,,,,,,,,,,,,,,,,,854.0,2.0,2.0,100.0,985.0,2.0,1.0,50.0,,,,,849.0,1.0,1.0,100.0,871,2,1,50.0
,,,,,,,,,,,,631,4,2,50.0,,,,,,,,,,,,,,,,,855.0,1.0,1.0,100.0,987.0,1.0,1.0,100.0,,,,,854.0,2.0,2.0,100.0,872,4,1,25.0
,,,,,,,,,,,,634,2,1,50.0,,,,,,,,,,,,,,,,,857.0,3.0,3.0,100.0,,,,,,,,,855.0,1.0,1.0,100.0,873,1,1,100.0
,,,,,,,,,,,,635,4,1,25.0,,,,,,,,,,,,,,,,,858.0,1.0,1.0,100.0,,,,,,,,,857.0,3.0,3.0,100.0,875,1,1,100.0
,,,,,,,,,,,,636,7,4,57.14,,,,,,,,,,,,,,,,,859.0,1.0,1.0,100.0,,,,,,,,,861.0,1.0,1.0,100.0,876,1,1,100.0
,,,,,,,,,,,,637,2,2,100.0,,,,,,,,,,,,,,,,,860.0,1.0,1.0,100.0,,,,,,,,,863.0,2.0,2.0,100.0,878,2,2,100.0
,,,,,,,,,,,,638,2,1,50.0,,,,,,,,,,,,,,,,,861.0,1.0,1.0,100.0,,,,,,,,,864.0,2.0,1.0,50.0,880,4,4,100.0
,,,,,,,,,,,,642,5,1,20.0,,,,,,,,,,,,,,,,,862.0,2.0,2.0,100.0,,,,,,,,,866.0,1.0,1.0,100.0,881,1,1,100.0
,,,,,,,,,,,,643,3,2,66.67,,,,,,,,,,,,,,,,,864.0,1.0,1.0,100.0,,,,,,,,,867.0,1.0,1.0,100.0,884,1,1,100.0
,,,,,,,,,,,,644,2,2,100.0,,,,,,,,,,,,,,,,,865.0,1.0,1.0,100.0,,,,,,,,,868.0,1.0,1.0,100.0,890,1,1,100.0
,,,,,,,,,,,,645,2,2,100.0,,,,,,,,,,,,,,,,,866.0,4.0,3.0,75.0,,,,,,,,,870.0,1.0,1.0,100.0,891,1,1,100.0
,,,,,,,,,,,,646,4,2,50.0,,,,,,,,,,,,,,,,,868.0,1.0,1.0,100.0,,,,,,,,,873.0,1.0,1.0,100.0,892,1,1,100.0
,,,,,,,,,,,,647,3,2,66.67,,,,,,,,,,,,,,,,,870.0,1.0,1.0,100.0,,,,,,,,,874.0,1.0,1.0,100.0,895,1,1,100.0
,,,,,,,,,,,,649,4,1,25.0,,,,,,,,,,,,,,,,,873.0,1.0,1.0,100.0,,,,,,,,,875.0,1.0,1.0,100.0,896,2,1,50.0
,,,,,,,,,,,,650,2,1,50.0,,,,,,,,,,,,,,,,,874.0,1.0,1.0,100.0,,,,,,,,,877.0,1.0,1.0,100.0,900,2,2,100.0
,,,,,,,,,,,,651,1,1,100.0,,,,,,,,,,,,,,,,,875.0,2.0,2.0,100.0,,,,,,,,,881.0,3.0,3.0,100.0,901,1,1,100.0
,,,,,,,,,,,,654,4,2,50.0,,,,,,,,,,,,,,,,,876.0,2.0,2.0,100.0,,,,,,,,,882.0,1.0,1.0,100.0,904,3,2,66.67
,,,,,,,,,,,,655,6,5,83.33,,,,,,,,,,,,,,,,,877.0,2.0,2.0,100.0,,,,,,,,,886.0,2.0,2.0,100.0,906,1,1,100.0
,,,,,,,,,,,,656,4,3,75.0,,,,,,,,,,,,,,,,,878.0,1.0,1.0,100.0,,,,,,,,,888.0,4.0,4.0,100.0,907,4,3,75.0
,,,,,,,,,,,,657,8,3,37.5,,,,,,,,,,,,,,,,,879.0,1.0,1.0,100.0,,,,,,,,,889.0,1.0,1.0,100.0,908,2,1,50.0
,,,,,,,,,,,,658,4,1,25.0,,,,,,,,,,,,,,,,,880.0,3.0,3.0,100.0,,,,,,,,,897.0,3.0,3.0,100.0,909,2,1,50.0
,,,,,,,,,,,,659,7,3,42.86,,,,,,,,,,,,,,,,,882.0,1.0,1.0,100.0,,,,,,,,,898.0,2.0,2.0,100.0,912,2,1,50.0
,,,,,,,,,,,,660,4,1,25.0,,,,,,,,,,,,,,,,,885.0,2.0,2.0,100.0,,,,,,,,,899.0,1.0,1.0,100.0,916,1,1,100.0
,,,,,,,,,,,,661,6,4,66.67,,,,,,,,,,,,,,,,,886.0,4.0,4.0,100.0,,,,,,,,,900.0,1.0,1.0,100.0,920,2,2,100.0
,,,,,,,,,,,,662,3,2,66.67,,,,,,,,,,,,,,,,,887.0,2.0,1.0,50.0,,,,,,,,,904.0,1.0,1.0,100.0,925,1,1,100.0
,,,,,,,,,,,,663,3,2,66.67,,,,,,,,,,,,,,,,,888.0,1.0,1.0,100.0,,,,,,,,,905.0,1.0,1.0,100.0,927,1,1,100.0
,,,,,,,,,,,,664,3,1,33.33,,,,,,,,,,,,,,,,,890.0,1.0,1.0,100.0,,,,,,,,,908.0,1.0,1.0,100.0,928,1,1,100.0
,,,,,,,,,,,,665,2,2,100.0,,,,,,,,,,,,,,,,,891.0,2.0,2.0,100.0,,,,,,,,,909.0,1.0,1.0,100.0,941,1,1,100.0
,,,,,,,,,,,,667,2,2,100.0,,,,,,,,,,,,,,,,,894.0,1.0,1.0,100.0,,,,,,,,,912.0,2.0,1.0,50.0,943,2,2,100.0
,,,,,,,,,,,,668,4,2,50.0,,,,,,,,,,,,,,,,,898.0,1.0,1.0,100.0,,,,,,,,,918.0,1.0,1.0,100.0,945,1,1,100.0
,,,,,,,,,,,,669,3,2,66.67,,,,,,,,,,,,,,,,,900.0,1.0,1.0,100.0,,,,,,,,,932.0,1.0,1.0,100.0,948,1,1,100.0
,,,,,,,,,,,,670,2,1,50.0,,,,,,,,,,,,,,,,,901.0,1.0,1.0,100.0,,,,,,,,,938.0,1.0,1.0,100.0,950,1,1,100.0
,,,,,,,,,,,,671,2,1,50.0,,,,,,,,,,,,,,,,,903.0,1.0,1.0,100.0,,,,,,,,,939.0,1.0,1.0,100.0,952,1,1,100.0
,,,,,,,,,,,,672,3,2,66.67,,,,,,,,,,,,,,,,,906.0,1.0,1.0,100.0,,,,,,,,,944.0,1.0,1.0,100.0,956,1,1,100.0
,,,,,,,,,,,,673,3,2,66.67,,,,,,,,,,,,,,,,,907.0,2.0,2.0,100.0,,,,,,,,,946.0,1.0,1.0,100.0,957,1,1,100.0
,,,,,,,,,,,,674,2,1,50.0,,,,,,,,,,,,,,,,,909.0,1.0,1.0,100.0,,,,,,,,,948.0,2.0,1.0,50.0,960,1,1,100.0
,,,,,,,,,,,,675,3,2,66.67,,,,,,,,,,,,,,,,,911.0,1.0,1.0,100.0,,,,,,,,,949.0,1.0,1.0,100.0,962,1,1,100.0
,,,,,,,,,,,,676,3,2,66.67,,,,,,,,,,,,,,,,,912.0,2.0,2.0,100.0,,,,,,,,,951.0,2.0,2.0,100.0,963,1,1,100.0
,,,,,,,,,,,,678,3,1,33.33,,,,,,,,,,,,,,,,,913.0,1.0,1.0,100.0,,,,,,,,,952.0,1.0,1.0,100.0,973,1,1,100.0
,,,,,,,,,,,,679,2,2,100.0,,,,,,,,,,,,,,,,,915.0,3.0,2.0,66.67,,,,,,,,,954.0,1.0,1.0,100.0,974,1,1,100.0
,,,,,,,,,,,,680,2,1,50.0,,,,,,,,,,,,,,,,,916.0,1.0,1.0,100.0,,,,,,,,,957.0,1.0,1.0,100.0,975,1,1,100.0
,,,,,,,,,,,,681,1,1,100.0,,,,,,,,,,,,,,,,,922.0,1.0,1.0,100.0,,,,,,,,,960.0,1.0,1.0,100.0,977,1,1,100.0
,,,,,,,,,,,,684,2,2,100.0,,,,,,,,,,,,,,,,,924.0,1.0,1.0,100.0,,,,,,,,,967.0,2.0,2.0,100.0,985,1,1,100.0
,,,,,,,,,,,,686,4,3,75.0,,,,,,,,,,,,,,,,,928.0,2.0,2.0,100.0,,,,,,,,,970.0,1.0,1.0,100.0,986,2,1,50.0
,,,,,,,,,,,,687,3,2,66.67,,,,,,,,,,,,,,,,,930.0,1.0,1.0,100.0,,,,,,,,,971.0,1.0,1.0,100.0,993,1,1,100.0
,,,,,,,,,,,,688,4,1,25.0,,,,,,,,,,,,,,,,,931.0,1.0,1.0,100.0,,,,,,,,,973.0,1.0,1.0,100.0,994,1,1,100.0
,,,,,,,,,,,,689,3,3,100.0,,,,,,,,,,,,,,,,,936.0,1.0,1.0,100.0,,,,,,,,,981.0,2.0,2.0,100.0,998,1,1,100.0
,,,,,,,,,,,,690,3,2,66.67,,,,,,,,,,,,,,,,,938.0,3.0,3.0,100.0,,,,,,,,,987.0,2.0,1.0,50.0,1005,1,1,100.0
,,,,,,,,,,,,691,6,3,50.0,,,,,,,,,,,,,,,,,941.0,1.0,1.0,100.0,,,,,,,,,989.0,1.0,1.0,100.0,1009,1,1,100.0
,,,,,,,,,,,,692,2,2,100.0,,,,,,,,,,,,,,,,,942.0,1.0,1.0,100.0,,,,,,,,,993.0,1.0,1.0,100.0,1013,1,1,100.0
,,,,,,,,,,,,693,2,1,50.0,,,,,,,,,,,,,,,,,943.0,1.0,1.0,100.0,,,,,,,,,994.0,1.0,1.0,100.0,1014,2,2,100.0
,,,,,,,,,,,,694,2,2,100.0,,,,,,,,,,,,,,,,,944.0,2.0,2.0,100.0,,,,,,,,,995.0,1.0,1.0,100.0,1017,1,1,100.0
,,,,,,,,,,,,696,4,3,75.0,,,,,,,,,,,,,,,,,947.0,2.0,2.0,100.0,,,,,,,,,998.0,2.0,2.0,100.0,1022,1,1,100.0
,,,,,,,,,,,,697,6,1,16.67,,,,,,,,,,,,,,,,,948.0,3.0,3.0,100.0,,,,,,,,,1008.0,1.0,1.0,100.0,1023,3,3,100.0
,,,,,,,,,,,,698,7,5,71.43,,,,,,,,,,,,,,,,,949.0,3.0,2.0,66.67,,,,,,,,,1012.0,1.0,1.0,100.0,1030,1,1,100.0
,,,,,,,,,,,,699,2,2,100.0,,,,,,,,,,,,,,,,,950.0,1.0,1.0,100.0,,,,,,,,,1014.0,2.0,1.0,50.0,1042,2,2,100.0
,,,,,,,,,,,,700,5,1,20.0,,,,,,,,,,,,,,,,,951.0,1.0,1.0,100.0,,,,,,,,,1018.0,2.0,2.0,100.0,1043,1,1,100.0
,,,,,,,,,,,,701,2,2,100.0,,,,,,,,,,,,,,,,,953.0,2.0,2.0,100.0,,,,,,,,,1019.0,1.0,1.0,100.0,1049,1,1,100.0
,,,,,,,,,,,,702,3,2,66.67,,,,,,,,,,,,,,,,,954.0,2.0,2.0,100.0,,,,,,,,,1022.0,2.0,1.0,50.0,1051,1,1,100.0
,,,,,,,,,,,,703,2,1,50.0,,,,,,,,,,,,,,,,,957.0,1.0,1.0,100.0,,,,,,,,,1024.0,5.0,1.0,20.0,1054,1,1,100.0
,,,,,,,,,,,,704,3,1,33.33,,,,,,,,,,,,,,,,,960.0,1.0,1.0,100.0,,,,,,,,,1026.0,3.0,2.0,66.67,1057,2,1,50.0
,,,,,,,,,,,,705,2,1,50.0,,,,,,,,,,,,,,,,,963.0,1.0,1.0,100.0,,,,,,,,,1027.0,1.0,1.0,100.0,1059,1,1,100.0
,,,,,,,,,,,,706,2,1,50.0,,,,,,,,,,,,,,,,,965.0,1.0,1.0,100.0,,,,,,,,,1028.0,1.0,1.0,100.0,1061,1,1,100.0
,,,,,,,,,,,,707,5,1,20.0,,,,,,,,,,,,,,,,,967.0,1.0,1.0,100.0,,,,,,,,,1030.0,1.0,1.0,100.0,1062,1,1,100.0
,,,,,,,,,,,,708,2,1,50.0,,,,,,,,,,,,,,,,,969.0,1.0,1.0,100.0,,,,,,,,,1042.0,1.0,1.0,100.0,1063,2,2,100.0
,,,,,,,,,,,,709,5,1,20.0,,,,,,,,,,,,,,,,,970.0,2.0,2.0,100.0,,,,,,,,,1043.0,2.0,1.0,50.0,1065,1,1,100.0
,,,,,,,,,,,,711,5,2,40.0,,,,,,,,,,,,,,,,,971.0,2.0,2.0,100.0,,,,,,,,,1046.0,1.0,1.0,100.0,1070,1,1,100.0
,,,,,,,,,,,,712,3,1,33.33,,,,,,,,,,,,,,,,,974.0,1.0,1.0,100.0,,,,,,,,,1052.0,1.0,1.0,100.0,1077,1,1,100.0
,,,,,,,,,,,,714,2,1,50.0,,,,,,,,,,,,,,,,,975.0,1.0,1.0,100.0,,,,,,,,,1054.0,1.0,1.0,100.0,1078,1,1,100.0
,,,,,,,,,,,,715,1,1,100.0,,,,,,,,,,,,,,,,,980.0,2.0,2.0,100.0,,,,,,,,,1064.0,1.0,1.0,100.0,1080,1,1,100.0
,,,,,,,,,,,,717,4,4,100.0,,,,,,,,,,,,,,,,,984.0,1.0,1.0,100.0,,,,,,,,,1069.0,1.0,1.0,100.0,1082,2,1,50.0
,,,,,,,,,,,,718,3,2,66.67,,,,,,,,,,,,,,,,,988.0,2.0,2.0,100.0,,,,,,,,,1072.0,1.0,1.0,100.0,1088,1,1,100.0
,,,,,,,,,,,,719,4,1,25.0,,,,,,,,,,,,,,,,,992.0,1.0,1.0,100.0,,,,,,,,,1082.0,1.0,1.0,100.0,1090,1,1,100.0
,,,,,,,,,,,,720,3,2,66.67,,,,,,,,,,,,,,,,,994.0,2.0,2.0,100.0,,,,,,,,,1095.0,1.0,1.0,100.0,1094,1,1,100.0
,,,,,,,,,,,,722,4,3,75.0,,,,,,,,,,,,,,,,,995.0,3.0,3.0,100.0,,,,,,,,,1098.0,2.0,2.0,100.0,1099,1,1,100.0
,,,,,,,,,,,,724,1,1,100.0,,,,,,,,,,,,,,,,,999.0,1.0,1.0,100.0,,,,,,,,,1104.0,1.0,1.0,100.0,1103,1,1,100.0
,,,,,,,,,,,,725,5,2,40.0,,,,,,,,,,,,,,,,,1000.0,1.0,1.0,100.0,,,,,,,,,1107.0,1.0,1.0,100.0,1104,1,1,100.0
,,,,,,,,,,,,726,2,1,50.0,,,,,,,,,,,,,,,,,1003.0,1.0,1.0,100.0,,,,,,,,,1109.0,1.0,1.0,100.0,1115,1,1,100.0
,,,,,,,,,,,,727,3,1,33.33,,,,,,,,,,,,,,,,,1006.0,4.0,2.0,50.0,,,,,,,,,1114.0,1.0,1.0,100.0,1116,2,2,100.0
,,,,,,,,,,,,728,2,2,100.0,,,,,,,,,,,,,,,,,1007.0,2.0,2.0,100.0,,,,,,,,,1120.0,1.0,1.0,100.0,1119,1,1,100.0
,,,,,,,,,,,,729,5,3,60.0,,,,,,,,,,,,,,,,,1008.0,1.0,1.0,100.0,,,,,,,,,1125.0,3.0,2.0,66.67,1120,1,1,100.0
,,,,,,,,,,,,731,5,3,60.0,,,,,,,,,,,,,,,,,1015.0,1.0,1.0,100.0,,,,,,,,,1130.0,1.0,1.0,100.0,1122,1,1,100.0
,,,,,,,,,,,,732,6,3,50.0,,,,,,,,,,,,,,,,,1017.0,1.0,1.0,100.0,,,,,,,,,1132.0,1.0,1.0,100.0,1128,1,1,100.0
,,,,,,,,,,,,733,3,1,33.33,,,,,,,,,,,,,,,,,1018.0,2.0,2.0,100.0,,,,,,,,,1144.0,1.0,1.0,100.0,1132,2,2,100.0
,,,,,,,,,,,,734,9,6,66.67,,,,,,,,,,,,,,,,,1025.0,1.0,1.0,100.0,,,,,,,,,1147.0,1.0,1.0,100.0,1134,1,1,100.0
,,,,,,,,,,,,735,4,1,25.0,,,,,,,,,,,,,,,,,1028.0,1.0,1.0,100.0,,,,,,,,,1149.0,3.0,3.0,100.0,1135,1,1,100.0
,,,,,,,,,,,,736,3,1,33.33,,,,,,,,,,,,,,,,,1030.0,3.0,2.0,66.67,,,,,,,,,1154.0,1.0,1.0,100.0,1136,1,1,100.0
,,,,,,,,,,,,737,3,1,33.33,,,,,,,,,,,,,,,,,1032.0,1.0,1.0,100.0,,,,,,,,,1156.0,1.0,1.0,100.0,1141,2,2,100.0
,,,,,,,,,,,,738,4,3,75.0,,,,,,,,,,,,,,,,,1033.0,1.0,1.0,100.0,,,,,,,,,1158.0,1.0,1.0,100.0,1147,2,2,100.0
,,,,,,,,,,,,739,4,2,50.0,,,,,,,,,,,,,,,,,1035.0,1.0,1.0,100.0,,,,,,,,,1159.0,1.0,1.0,100.0,1148,2,1,50.0
,,,,,,,,,,,,740,5,3,60.0,,,,,,,,,,,,,,,,,1037.0,2.0,1.0,50.0,,,,,,,,,1168.0,1.0,1.0,100.0,1150,1,1,100.0
,,,,,,,,,,,,742,3,1,33.33,,,,,,,,,,,,,,,,,1042.0,3.0,3.0,100.0,,,,,,,,,1173.0,1.0,1.0,100.0,1153,1,1,100.0
,,,,,,,,,,,,743,6,2,33.33,,,,,,,,,,,,,,,,,1043.0,1.0,1.0,100.0,,,,,,,,,1175.0,1.0,1.0,100.0,1156,1,1,100.0
,,,,,,,,,,,,745,4,2,50.0,,,,,,,,,,,,,,,,,1046.0,2.0,2.0,100.0,,,,,,,,,1178.0,1.0,1.0,100.0,1157,2,2,100.0
,,,,,,,,,,,,746,3,3,100.0,,,,,,,,,,,,,,,,,1049.0,2.0,2.0,100.0,,,,,,,,,1179.0,1.0,1.0,100.0,1166,2,1,50.0
,,,,,,,,,,,,747,2,1,50.0,,,,,,,,,,,,,,,,,1050.0,1.0,1.0,100.0,,,,,,,,,1180.0,1.0,1.0,100.0,1171,2,1,50.0
,,,,,,,,,,,,748,3,1,33.33,,,,,,,,,,,,,,,,,1052.0,2.0,2.0,100.0,,,,,,,,,1181.0,1.0,1.0,100.0,1174,1,1,100.0
,,,,,,,,,,,,749,2,1,50.0,,,,,,,,,,,,,,,,,1054.0,3.0,3.0,100.0,,,,,,,,,1191.0,1.0,1.0,100.0,1175,1,1,100.0
,,,,,,,,,,,,750,2,1,50.0,,,,,,,,,,,,,,,,,1056.0,1.0,1.0,100.0,,,,,,,,,1193.0,1.0,1.0,100.0,1178,1,1,100.0
,,,,,,,,,,,,751,3,1,33.33,,,,,,,,,,,,,,,,,1058.0,2.0,2.0,100.0,,,,,,,,,1200.0,1.0,1.0,100.0,1179,2,1,50.0
,,,,,,,,,,,,752,3,2,66.67,,,,,,,,,,,,,,,,,1059.0,1.0,1.0,100.0,,,,,,,,,1202.0,1.0,1.0,100.0,,,,
,,,,,,,,,,,,753,3,1,33.33,,,,,,,,,,,,,,,,,1060.0,2.0,1.0,50.0,,,,,,,,,1203.0,1.0,1.0,100.0,,,,
,,,,,,,,,,,,754,3,2,66.67,,,,,,,,,,,,,,,,,1062.0,2.0,2.0,100.0,,,,,,,,,1206.0,1.0,1.0,100.0,,,,
,,,,,,,,,,,,755,5,3,60.0,,,,,,,,,,,,,,,,,1065.0,1.0,1.0,100.0,,,,,,,,,1208.0,1.0,1.0,100.0,,,,
,,,,,,,,,,,,756,2,2,100.0,,,,,,,,,,,,,,,,,1072.0,2.0,2.0,100.0,,,,,,,,,1211.0,1.0,1.0,100.0,,,,
,,,,,,,,,,,,757,8,7,87.5,,,,,,,,,,,,,,,,,1081.0,1.0,1.0,100.0,,,,,,,,,1225.0,1.0,1.0,100.0,,,,
,,,,,,,,,,,,758,3,1,33.33,,,,,,,,,,,,,,,,,1082.0,1.0,1.0,100.0,,,,,,,,,1229.0,1.0,1.0,100.0,,,,
,,,,,,,,,,,,759,3,1,33.33,,,,,,,,,,,,,,,,,1084.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,761,4,1,25.0,,,,,,,,,,,,,,,,,1086.0,2.0,2.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,762,5,3,60.0,,,,,,,,,,,,,,,,,1087.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,763,2,2,100.0,,,,,,,,,,,,,,,,,1088.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,764,2,1,50.0,,,,,,,,,,,,,,,,,1089.0,2.0,2.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,765,10,2,20.0,,,,,,,,,,,,,,,,,1092.0,7.0,5.0,71.43,,,,,,,,,,,,,,,,
,,,,,,,,,,,,766,3,1,33.33,,,,,,,,,,,,,,,,,1093.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,767,3,2,66.67,,,,,,,,,,,,,,,,,1094.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,768,4,1,25.0,,,,,,,,,,,,,,,,,1095.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,769,2,2,100.0,,,,,,,,,,,,,,,,,1097.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,770,2,1,50.0,,,,,,,,,,,,,,,,,1099.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,771,2,1,50.0,,,,,,,,,,,,,,,,,1100.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,773,3,2,66.67,,,,,,,,,,,,,,,,,1102.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,775,2,2,100.0,,,,,,,,,,,,,,,,,1103.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,776,3,2,66.67,,,,,,,,,,,,,,,,,1104.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,777,4,2,50.0,,,,,,,,,,,,,,,,,1109.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,778,5,3,60.0,,,,,,,,,,,,,,,,,1110.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,780,3,2,66.67,,,,,,,,,,,,,,,,,1112.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,782,4,3,75.0,,,,,,,,,,,,,,,,,1114.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,783,4,2,50.0,,,,,,,,,,,,,,,,,1120.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,784,3,3,100.0,,,,,,,,,,,,,,,,,1125.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,785,3,1,33.33,,,,,,,,,,,,,,,,,1126.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,786,4,1,25.0,,,,,,,,,,,,,,,,,1132.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,787,3,2,66.67,,,,,,,,,,,,,,,,,1134.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,789,3,1,33.33,,,,,,,,,,,,,,,,,1143.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,790,3,1,33.33,,,,,,,,,,,,,,,,,1144.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,791,3,1,33.33,,,,,,,,,,,,,,,,,1146.0,4.0,2.0,50.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,793,2,2,100.0,,,,,,,,,,,,,,,,,1150.0,3.0,2.0,66.67,,,,,,,,,,,,,,,,
,,,,,,,,,,,,794,4,2,50.0,,,,,,,,,,,,,,,,,1153.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,795,3,1,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,796,3,1,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
